pool,label,feature,samples,mean,q10,median,q90,zero_fraction,maximum_fraction
kept,0,4Var(x)/span(x)^2,124442,0.3478520240337117,0.2125984251968504,0.3228346456692913,0.5039370078740157,0.0,0.0
kept,0,4Var(y)/span(y)^2,124442,0.33502417785118754,0.2047244094488189,0.31496062992125984,0.48031496062992124,0.0,0.0
kept,0,"4Cov(x,y)/(span(x)*span(y))",124442,-0.007881292325159986,-0.2440944881889764,-0.007874015748031496,0.2204724409448819,0.01922180614262066,0.0
kept,0,4Var(vr_compensated)/span(vr)^2,124442,0.2500405273708765,0.14960629921259844,0.23622047244094488,0.3543307086614173,0.0,0.0
kept,0,4Var(RCS)/span(RCS)^2,124442,0.2727335139021221,0.1889763779527559,0.25196850393700787,0.36220472440944884,0.0,0.0
kept,0,fraction_abs_vr_le_0.5_m_per_s,124442,0.3440434635646597,0.08661417322834646,0.2677165354330709,0.7559055118110236,0.03003809003391138,0.01669854229279504
kept,0,2*(mean_RCS-min_RCS)/span_RCS-1,124442,0.0018293947646862523,-0.2047244094488189,0.0,0.2047244094488189,0.020009321611674517,0.0
kept,1,4Var(x)/span(x)^2,233338,0.33862229392082577,0.2204724409448819,0.3228346456692913,0.47244094488188976,0.0,0.0
kept,1,4Var(y)/span(y)^2,233338,0.2957941853536382,0.18110236220472442,0.2755905511811024,0.4251968503937008,0.0,0.0
kept,1,"4Cov(x,y)/(span(x)*span(y))",233338,-0.005068818758607955,-0.1968503937007874,-0.007874015748031496,0.1889763779527559,0.02362238469516324,0.0
kept,1,4Var(vr_compensated)/span(vr)^2,233338,0.28206164785590676,0.07874015748031496,0.23622047244094488,0.5669291338582677,3.857065715828541e-05,0.0002057101715108555
kept,1,4Var(RCS)/span(RCS)^2,233338,0.31560614007067445,0.1889763779527559,0.2992125984251969,0.44881889763779526,0.0,0.0
kept,1,fraction_abs_vr_le_0.5_m_per_s,233338,0.06206778001672813,0.0,0.0,0.16535433070866143,0.7271983131765936,0.013336876119620466
kept,1,2*(mean_RCS-min_RCS)/span_RCS-1,233338,-0.09380245465956823,-0.2755905511811024,-0.10236220472440945,0.09448818897637795,0.015921110149225585,0.0
natural_sparse,0,4Var(x)/span(x)^2,252312,0.3339298950705451,0.0,0.31496062992125984,0.6377952755905512,0.19494911062494055,0.044199245378737435
natural_sparse,0,4Var(y)/span(y)^2,252312,0.31800725785572814,0.0,0.2992125984251969,0.6062992125984252,0.19493325723707156,0.04420717207267193
natural_sparse,0,"4Cov(x,y)/(span(x)*span(y))",252312,0.002734990274508277,-0.30708661417322836,0.0,0.3228346456692913,0.2060147753574939,0.043961444560702626
natural_sparse,0,4Var(vr_compensated)/span(vr)^2,252312,0.2825871692914634,0.0,0.25984251968503935,0.5433070866141733,0.19480643013411966,0.044333999175623834
natural_sparse,0,4Var(RCS)/span(RCS)^2,252312,0.291853068803953,0.0,0.2755905511811024,0.5433070866141733,0.19471130980690574,0.044429119502837754
natural_sparse,0,fraction_abs_vr_le_0.5_m_per_s,252312,0.3163380334259321,0.0,0.2204724409448819,0.8976377952755905,0.21939107137195218,0.08358698753923713
natural_sparse,0,2*(mean_RCS-min_RCS)/span_RCS-1,252312,-0.028935428776720135,-0.23622047244094488,0.0,0.15748031496062992,0.25223136434256,0.0
natural_sparse,1,4Var(x)/span(x)^2,222270,0.3352496024378381,0.0,0.31496062992125984,0.7007874015748031,0.2395105052413731,0.08226031403248302
natural_sparse,1,4Var(y)/span(y)^2,222270,0.3051238668725594,0.0,0.2677165354330709,0.6614173228346457,0.23964097718990418,0.08213434111665992
natural_sparse,1,"4Cov(x,y)/(span(x)*span(y))",222270,0.0015845805750188907,-0.2755905511811024,0.0,0.28346456692913385,0.25171638097808974,0.0820533585279165
natural_sparse,1,4Var(vr_compensated)/span(vr)^2,222270,0.32013451753542277,0.0,0.25984251968503935,0.8031496062992126,0.24384307373914607,0.0781841903990642
natural_sparse,1,4Var(RCS)/span(RCS)^2,222270,0.34626727300874405,0.0,0.3464566929133858,0.6614173228346457,0.23944751878346154,0.08232330049039456
natural_sparse,1,fraction_abs_vr_le_0.5_m_per_s,222270,0.041660617770328985,0.0,0.0,0.05511811023622047,0.8559049804292077,0.018545012822243218
natural_sparse,1,2*(mean_RCS-min_RCS)/span_RCS-1,222270,-0.05923072208766454,-0.2440944881889764,0.0,0.07874015748031496,0.3322715616142529,0.0
