tag,seed,condition,axis,group,samples,sequences,supported,accuracy,macro_f1
A,7,clean,retained_N,1-2,0,0,False,,
A,7,clean,retained_N,3-4,1615,27,True,0.9331269349845202,0.9245327102803738
A,7,clean,retained_N,5-8,1566,27,True,0.9527458492975734,0.9458736884584342
A,7,clean,retained_N,9-16,3392,27,True,0.9516509433962265,0.945710945292082
A,7,clean,retained_N,17-32,37944,27,True,0.9825268817204301,0.9824611441794936
A,7,clean,retained_N,33-64,26522,27,True,0.986124726642033,0.9849947912759098
A,7,clean,retained_N,65-511,9411,23,True,0.9862926362766975,0.9711322594781189
A,7,clean,original_shape,compact,4336,26,True,0.9838560885608856,0.979266762554702
A,7,clean,original_shape,elongated,45116,27,True,0.983730827200993,0.977333739765025
A,7,clean,original_shape,intermediate,30998,27,True,0.9773533776372669,0.9770966283623881
A,7,clean,N_x_original_shape,1-2:elongated,0,0,False,,
A,7,clean,N_x_original_shape,1-2:intermediate,0,0,False,,
A,7,clean,N_x_original_shape,1-2:compact,0,0,False,,
A,7,clean,N_x_original_shape,3-4:elongated,1081,26,True,0.9333950046253469,0.9280356825847683
A,7,clean,N_x_original_shape,3-4:intermediate,484,27,True,0.9338842975206612,0.913715877437326
A,7,clean,N_x_original_shape,3-4:compact,50,14,False,0.92,0.910873440285205
A,7,clean,N_x_original_shape,5-8:elongated,932,27,True,0.9603004291845494,0.9527289426246924
A,7,clean,N_x_original_shape,5-8:intermediate,568,25,True,0.9436619718309859,0.9382608695652175
A,7,clean,N_x_original_shape,5-8:compact,66,17,False,0.9242424242424242,0.9188591099090239
A,7,clean,N_x_original_shape,9-16:elongated,2275,26,True,0.9569230769230769,0.9486533568429334
A,7,clean,N_x_original_shape,9-16:intermediate,996,27,True,0.9447791164658634,0.9422356023978868
A,7,clean,N_x_original_shape,9-16:compact,121,18,True,0.9090909090909091,0.9090909090909091
A,7,clean,N_x_original_shape,17-32:elongated,19967,27,True,0.9815195071868583,0.9787626406146648
