tag,seed,condition,samples,accuracy,macro_f1,f1_class0,recall_class0,true0_pred0,true0_pred1,f1_class1,recall_class1,true1_pred0,true1_pred1
A,37,uniform_quarter_1,80450,0.9589310130515848,0.956548040347954,0.946372342152248,0.9543654041313386,29153,1394,0.96672373854366,0.961725747951025,1910,47993
A,37,uniform_quarter_2,80450,0.958483530142946,0.956074592845692,0.9457880214250933,0.9537761482305954,29135,1412,0.9663611642662907,0.9613650481934953,1928,47975
A,37,central_half,80450,0.9541330018645121,0.9522509515595975,0.9427711777660598,0.9949913248436835,30394,153,0.9617307253531352,0.9291224976454321,3537,46366
A,37,xy_fraction6,80450,0.9816904909881914,0.9806767245249165,0.9762507456911146,0.9910956886109928,30275,272,0.9851027033587184,0.9759333106226079,1201,48702
A,37,xy_fraction4,80450,0.9817775015537601,0.9807691304767587,0.9763655123492616,0.991292107244574,30281,266,0.985172748604256,0.9759533494980261,1200,48703
A,37,kept_single,80450,0.953847110006215,0.950993553863388,0.9391680456116782,0.9382918126166235,28662,1885,0.9628190621150977,0.9633689357353266,1828,48075
A,37,sparse_single,97734,0.8986330243313484,0.8975862118756761,0.9079403428890025,0.9530628170113149,48854,2406,0.8872320808623496,0.838597925721909,7501,38973
A,37,sparse_context,97734,0.939539975852825,0.9391422455325562,0.9440621006295262,0.9727467811158799,49863,1397,0.9342223904355861,0.9029134569867022,4512,41962
B,7,clean,80450,0.9810192666252331,0.9798569849646367,0.9750184049079754,0.9755131436802305,29799,748,0.984695565021298,0.9843897160491353,779,49124
B,7,uniform_half_0,80450,0.9774021131137353,0.9760239523178733,0.9702756613583597,0.9713556159360984,29672,875,0.9817722432773868,0.9811033404805323,943,48960
B,7,uniform_half_1,80450,0.9771410814170292,0.9757462342985932,0.9699298526742646,0.9709300422300062,29659,888,0.9815626159229219,0.9809430294771857,951,48952
B,7,uniform_half_2,80450,0.977302672467371,0.9759251382294554,0.9701663235630493,0.9719448718368416,29690,857,0.9816839528958613,0.9805823297196561,969,48934
B,7,uniform_quarter_0,80450,0.9715599751398384,0.9699205105693662,0.9628980995005514,0.9719448718368416,29690,857,0.9769429216381812,0.9713243692763962,1431,48472
B,7,uniform_quarter_1,80450,0.9727408328154133,0.9711632391694649,0.9644184122142359,0.9729269650047467,29720,827,0.977908066124694,0.9726268961785864,1366,48537
B,7,uniform_quarter_2,80450,0.9722436295835923,0.9706455567441683,0.9637964299032086,0.9730251743215373,29723,824,0.9774946835851281,0.9717652245355991,1409,48494
B,7,central_half,80450,0.9739838408949658,0.9726631273669815,0.9666544521802858,0.9931253478246637,30337,210,0.9786718025536771,0.9622667975873194,1883,48020
B,7,xy_fraction6,80450,0.9809571162212555,0.9797898758130179,0.9749329144577524,0.9752839886077193,29792,755,0.9846468371682835,0.984429793799972,777,49126
B,7,xy_fraction4,80450,0.9810441267868241,0.9798820921579613,0.9750470424609343,0.9753821979245098,29795,752,0.9847171418549883,0.9845099493016451,773,49130
B,7,kept_single,80450,0.9704785581106277,0.9688907952023991,0.9618627057406663,0.9804563459586866,29950,597,0.9759188846641318,0.9643708795062421,1778,48125
B,7,sparse_single,97734,0.9468966787402542,0.9467606611099284,0.9494516625435846,0.9508778774873196,48742,2518,0.9440696596762722,0.9425054869389335,2672,43802
B,7,sparse_context,97734,0.9585098328115088,0.9584273632743379,0.9602789777346773,0.9562231759656652,49016,2244,0.9565757488139985,0.9610319748676679,1811,44663
B,17,clean,80450,0.983430702299565,0.9824689671173142,0.9783628483776194,0.986578060038629,30137,410,0.986575085857009,0.9815041179888985,923,48980
B,17,uniform_half_0,80450,0.979502796768179,0.9783295735487578,0.973287327274789,0.9834353619013324,30041,506,0.9833718198227268,0.9770955653968699,1143,48760
B,17,uniform_half_1,80450,0.9786575512740833,0.9774387057225027,0.9721947822707324,0.9826496873670082,30017,530,0.9826826291742731,0.9762138548784642,1187,48716
B,17,uniform_half_2,80450,0.9789185829707893,0.9777161415002125,0.9725397493604482,0.983173470389891,30033,514,0.9828925336399766,0.9763140492555558,1182,48721
B,17,uniform_quarter_0,80450,0.9724673710379117,0.9709814166577906,0.9644148124347337,0.9825842144891479,30015,532,0.9775480208808474,0.9662745726709817,1683,48220
B,17,uniform_quarter_1,80450,0.9735114978247359,0.9720696159721156,0.9657235688665133,0.9827478966837987,30020,527,0.9784156630777178,0.9678576438290283,1604,48299
B,17,uniform_quarter_2,80450,0.9729645742697327,0.9715108549129237,0.9650753889879089,0.9837627262906341,30051,496,0.9779463208379384,0.966354728172655,1679,48224
B,17,central_half,80450,0.9702050963331261,0.9687697715247487,0.9620745850671645,0.9952859527940551,30403,144,0.9754649579823331,0.9548524136825441,2253,47650
B,17,xy_fraction6,80450,0.9834058421379739,0.9824430965988307,0.9783317914008862,0.9866107964775592,30138,409,0.9865544017967751,0.9814440013626435,926,48977
B,17,xy_fraction4,80450,0.983480422622747,0.9825209271627966,0.9784256749078749,0.9865453235996988,30136,411,0.9866161794177182,0.98160431236599,918,48985
B,17,kept_single,80450,0.9683157240522063,0.9666930866603645,0.9593415532834607,0.9844501915081677,30072,475,0.9740446200372682,0.9584393723824219,2074,47829
B,17,sparse_single,97734,0.941637505883316,0.9415369151744435,0.9439619601524738,0.9372220054623488,48042,3218,0.9391118701964133,0.9465077247493222,2486,43988
B,17,sparse_context,97734,0.9628379069719852,0.9627442599421805,0.9646121168423719,0.9656847444401092,49501,1759,0.960876403041989,0.9596978955975384,1873,44601
B,37,clean,80450,0.9822995649471722,0.9812892824655612,0.9769415117559428,0.987527416767604,30166,381,0.9856370531751796,0.979099452938701,1043,48860
B,37,uniform_half_0,80450,0.9794282162834058,0.9782600134021338,0.9732204980501934,0.9844829279470979,30073,474,0.9832995287540742,0.9763340881309741,1181,48722
B,37,uniform_half_1,80450,0.9784586699813549,0.9772356870608517,0.9719592900021035,0.9832389432677513,30035,512,0.9825120841196,0.9755325331142416,1221,48682
B,37,uniform_half_2,80450,0.9788688626476072,0.9776714782795638,0.9725008087997412,0.9840573542410057,30060,487,0.9828421477593864,0.9756928441175882,1213,48690
B,37,uniform_quarter_0,80450,0.9717215661901802,0.9701932387572778,0.9634438320505199,0.9814057026876616,29979,568,0.9769426454640356,0.9657936396609422,1707,48196
B,37,uniform_quarter_1,80450,0.9725170913610939,0.9710203892564859,0.9644345070535815,0.9813729662487315,29978,569,0.9776062714593905,0.9670961665631325,1642,48261
B,37,uniform_quarter_2,80450,0.972802983219391,0.9713315703879248,0.9648367189508871,0.9826824238059384,30018,529,0.9778264218249625,0.9667555056810212,1659,48244
B,37,central_half,80450,0.9702796768178993,0.9688475967387185,0.9621683201215171,0.9953514256719154,30405,142,0.9755268733559197,0.9549325691842174,2249,47654
B,37,xy_fraction6,80450,0.9823617153511498,0.9813548663516594,0.977022103473403,0.9875928896454643,30168,379,0.9856876292299158,0.979159569564956,1040,48863
B,37,xy_fraction4,80450,0.9823865755127408,0.9813811456097965,0.977054489515019,0.9876256260843945,30169,378,0.9857078017045741,0.9791796084403743,1039,48864
B,37,kept_single,80450,0.9679801118707272,0.9663362067123792,0.9588971151391371,0.9836645169738436,30048,499,0.9737752982856213,0.958379255756167,2077,47826
B,37,sparse_single,97734,0.9384860949106759,0.9384079157349864,0.9406022763199494,0.9286383144752244,47602,3658,0.9362135551500234,0.9493480225502432,2354,44120
B,37,sparse_context,97734,0.9615793889536907,0.961487844446802,0.9633654962487439,0.9631681623097932,49372,1888,0.9596101926448601,0.9598270000430348,1867,44607
base16,7,clean,80450,0.9822001243008079,0.9811944762939411,0.9768457135465511,0.9888696107637411,30207,340,0.985543239041331,0.9781175480432038,1092,48811
base16,7,uniform_half_0,80450,0.9784959602237414,0.9773204009117666,0.9721569511056748,0.9887059285690902,30202,345,0.9824838507178584,0.9722461575456386,1385,48518
base16,7,uniform_half_1,80450,0.9782349285270354,0.9770452364402145,0.9718194254445964,0.9883785641797885,30192,355,0.9822710474358325,0.9720257299160371,1396,48507
base16,7,uniform_half_2,80450,0.9779117464263518,0.9767091113701547,0.971416622432402,0.9885095099355092,30196,351,0.9820016003079074,0.9714245636534877,1426,48477
base16,7,uniform_quarter_0,80450,0.970627719080174,0.9690901489643874,0.9621962340217896,0.9844501915081677,30072,475,0.9759840639069852,0.9621666032102278,1888,48015
base16,7,uniform_quarter_1,80450,0.9713735239279055,0.9698785080981354,0.9631679114622483,0.9857596490653747,30112,435,0.9765891047340225,0.962567380718594,1868,48035
base16,7,uniform_quarter_2,80450,0.970627719080174,0.9691023850453953,0.962237315221734,0.9855632304317936,30106,441,0.9759674548690567,0.9614852814460052,1922,47981
base16,7,central_half,80450,0.9658918582970789,0.9643401321953486,0.9569014261481434,0.9972174026909353,30462,85,0.9717788382425538,0.9467166302627097,2659,47244
base16,7,xy_fraction6,80450,0.9822125543816035,0.981207266191515,0.976860760312404,0.9888368743248109,30206,341,0.985553772070626,0.9781576257940404,1090,48813
base16,7,xy_fraction4,80450,0.982224984462399,0.9812209690956544,0.9768787996378218,0.9889350836416014,30209,338,0.9855631385534871,0.9781175480432038,1092,48811
base16,7,kept_single,80450,0.9675574891236793,0.9659040746786614,0.9583957662511556,0.984122827118866,30062,485,0.9734123831061671,0.957417389736088,2125,47778
base16,7,sparse_single,97734,0.9549696113941925,0.9547006400498642,0.9581912316534461,0.9838470542333203,50432,828,0.9512100484462823,0.9231183027068899,3573,42901
base16,7,sparse_context,97734,0.9657028260380216,0.9655354956130628,0.9679369452096724,0.9870464299648849,50596,664,0.9631340460164532,0.9421612084176099,2688,43786
base16,17,clean,80450,0.9814294592914854,0.9803871689806495,0.9758658568105454,0.9888041378858807,30205,342,0.9849084811507536,0.9769152155181051,1152,48751
base16,17,uniform_half_0,80450,0.97775015537601,0.9765461159245811,0.971232040114429,0.9891642387141126,30216,331,0.9818601917347332,0.9707632807646834,1459,48444
base16,17,uniform_half_1,80450,0.9774518334369173,0.9762282607283669,0.9708350750828001,0.9883785641797885,30192,355,0.9816214463739337,0.9707632807646834,1459,48444
base16,17,uniform_half_2,80450,0.9773523927905532,0.9761296616661925,0.970727161723595,0.9889678200805316,30210,337,0.98153216160879,0.9702422700038074,1485,48418
base16,17,uniform_quarter_0,80450,0.9697700435052827,0.9682198686726824,0.9612009827382662,0.9861852227714669,30125,422,0.9752387546070985,0.9597218604091938,2010,47893
base16,17,uniform_quarter_1,80450,0.9705034182722188,0.9689817062810719,0.9621114144752598,0.9863161685271876,30129,418,0.9758519980868839,0.960823998557201,1955,47948
base16,17,uniform_quarter_2,80450,0.9697949036668738,0.9682514966836272,0.9612514351320322,0.9867090057943497,30141,406,0.9752515582352222,0.9594413161533375,2024,47879
base16,17,central_half,80450,0.9658794282162834,0.9643250082710485,0.9568782694754701,0.9970209840573543,30456,91,0.971771747066627,0.9468168246398012,2654,47249
base16,17,xy_fraction6,80450,0.9814667495338719,0.98042667064233,0.9759147080203537,0.9888696107637411,30207,340,0.9849386332643063,0.9769352543935235,1151,48752
base16,17,xy_fraction4,80450,0.9814045991298943,0.9803602001677998,0.9758312061779056,0.98867319213016,30201,346,0.9848891941576938,0.9769552932689417,1150,48753
base16,17,kept_single,80450,0.9667992541951522,0.9651614960746182,0.9576078848381926,0.9875928896454643,30168,379,0.9727151073110437,0.95407089754123,2292,47611
base16,17,sparse_single,97734,0.9559723330673051,0.9557045515211624,0.9591486049006485,0.9854662504877097,50515,745,0.9522604981416763,0.9234410638206308,3558,42916
base16,17,sparse_context,97734,0.9668385618106289,0.9666752888653594,0.9690078890748267,0.9884315255559891,50667,593,0.9643426886558921,0.9430219047209192,2648,43826
base16,37,clean,80450,0.9836668738346799,0.9827119119076144,0.9786487276981574,0.985825121943235,30114,433,0.9867750961170716,0.9823457507564676,881,49022
base16,37,uniform_half_0,80450,0.979763828464885,0.9785803991172362,0.973545661358466,0.9806527645922677,29956,591,0.9836151368760064,0.9792196861912109,1037,48866
base16,37,uniform_half_1,80450,0.9797762585456805,0.9785950120277565,0.9735666357979562,0.9808491832258487,29962,585,0.9836233882575567,0.9791194918141194,1042,48861
base16,37,uniform_half_2,80450,0.979763828464885,0.9785875406630258,0.9735688541091665,0.9815366484433823,29983,564,0.9836062272168852,0.9786786365549165,1064,48839
base16,37,uniform_quarter_0,80450,0.9717339962709758,0.9701406636503542,0.9632431383958879,0.97541493436344,29796,751,0.9770381889048205,0.9694807927379115,1523,48380
base16,37,uniform_quarter_1,80450,0.9729894344313238,0.9714698108327977,0.964885348157006,0.9773463842603202,29855,692,0.9780542735085894,0.9703224255054806,1481,48422
base16,37,uniform_quarter_2,80450,0.9723306401491609,0.9707727124538195,0.9640248238412309,0.976364291092415,29825,722,0.9775206010664081,0.9698615313708595,1504,48399
base16,37,central_half,80450,0.9704661280298322,0.9690289833544226,0.9623574144486692,0.9942711231872197,30372,175,0.9757005522601759,0.9558944352042963,2201,47702
base16,37,xy_fraction6,80450,0.9836171535114978,0.9826597134618286,0.978585123322393,0.985825121943235,30114,433,0.9867343036012641,0.9822655952547943,885,49018
base16,37,xy_fraction4,80450,0.9835798632691113,0.9826199215092426,0.9785353330191898,0.9857269126264445,30111,436,0.9867045099992955,0.9822655952547943,885,49018
base16,37,kept_single,80450,0.9690739589807333,0.9674150847344056,0.9600629233683264,0.9789832062068288,29905,642,0.9747672461004848,0.963008235977797,1846,48057
base16,37,sparse_single,97734,0.9552458714469888,0.9550043782200303,0.9583007607680134,0.980491611392899,50260,1000,0.9517079956720471,0.9274002668158541,3374,43100
base16,37,sparse_context,97734,0.9663269691202652,0.9661987685781261,0.9682804352645225,0.979925868123293,50231,1029,0.9641171018917298,0.9513276240478548,2262,44212
geometry19,7,clean,80450,0.9825605966438782,0.9815961121322324,0.9773830058194832,0.9924051461681999,30315,232,0.9858092184449816,0.9765344768851572,1171,48732
geometry19,7,uniform_half_0,80450,0.9783965195773773,0.977230160250188,0.9720767327528036,0.990342750515599,30252,295,0.9823835877475724,0.9710839027713765,1443,48460
geometry19,7,uniform_half_1,80450,0.9780857675574891,0.9769003010255513,0.9716673362796304,0.9896552852980652,30231,316,0.982133265771472,0.9710037472697032,1447,48456
geometry19,7,uniform_half_2,80450,0.9782597886886265,0.9770859114493127,0.9718995517424206,0.9901463318820178,30246,301,0.9822722711562047,0.9709837083942849,1448,48455
geometry19,7,uniform_quarter_0,80450,0.9702672467371037,0.9687404022638388,0.9618318174565182,0.9866435329164893,30139,408,0.9756489870711595,0.9602428711700699,1984,47919
geometry19,7,uniform_quarter_1,80450,0.9709509011808577,0.9694614563195331,0.9627171641433881,0.9877565718401152,30173,374,0.976205748495678,0.9606636875538545,1963,47940
geometry19,7,uniform_quarter_2,80450,0.9708017402113114,0.9693000369883146,0.9625101744418022,0.9871345795004419,30154,393,0.9760898995348269,0.9608039596817827,1956,47947
geometry19,7,central_half,80450,0.9656929770043505,0.9641391949102514,0.9566746201180459,0.997544767080237,30472,75,0.9716037697024569,0.9461956195018335,2685,47218
geometry19,7,xy_fraction6,80450,0.9825854568054693,0.9816214639604866,0.9774123337363966,0.9923069368514092,30312,235,0.9858305941845765,0.9766346712622488,1166,48737
geometry19,7,xy_fraction4,80450,0.9823865755127408,0.9814104561678241,0.977150689349351,0.991881363145317,30299,248,0.9856702229862973,0.9765745546359939,1169,48734
geometry19,7,kept_single,80450,0.964164077066501,0.9623728444115818,0.9541631556354039,0.9823223229777065,30007,540,0.9705825331877596,0.9530489148948961,2343,47560
geometry19,7,sparse_single,97734,0.9489737450631306,0.9486981754248027,0.9524581255898643,0.9745415528677331,49955,1305,0.944938225259741,0.9207729052803718,3682,42792
geometry19,7,sparse_context,97734,0.9660507090674688,0.9658775613574839,0.9683082448231068,0.9888607101053453,50689,571,0.9634468778918609,0.9408916813702285,2747,43727
geometry19,17,clean,80450,0.9827719080174021,0.9817874728903443,0.977553201826839,0.9879857269126264,30180,367,0.9860217439538496,0.9795803859487405,1019,48884
geometry19,17,uniform_half_0,80450,0.9786078309509012,0.9774056691544128,0.9721939476192785,0.9849085016531902,30086,461,0.9826173906895472,0.9747510169729274,1260,48643
geometry19,17,uniform_half_1,80450,0.9786202610316967,0.9774134570278943,0.9721925825330617,0.9842865093135169,30067,480,0.9826343315227268,0.9751517944812937,1240,48663
geometry19,17,uniform_half_2,80450,0.9788440024860161,0.9776571416801956,0.972507591910577,0.9854650211150031,30103,444,0.9828066914498141,0.9747910947237641,1258,48645
geometry19,17,uniform_quarter_0,80450,0.9710379117464264,0.9695109439040268,0.9626877622265637,0.9839918813631453,30058,489,0.9763341255814898,0.9631084303548885,1841,48062
geometry19,17,uniform_quarter_1,80450,0.9717339962709758,0.970241287061087,0.9635763710917479,0.9846793465806789,30079,468,0.9769062030304261,0.9638097909945293,1806,48097
geometry19,17,uniform_quarter_2,80450,0.9713735239279055,0.9698711250116783,0.9631431543570457,0.985072183847841,30091,456,0.976599095666311,0.9629881971023786,1847,48056
geometry19,17,central_half,80450,0.9695711622125543,0.9681281805791206,0.9613465546643087,0.9965626739123318,30442,105,0.9749098064939324,0.9530489148948961,2343,47560
geometry19,17,xy_fraction6,80450,0.9827346177750156,0.9817486093468586,0.9775064371427183,0.9880184633515566,30181,366,0.985990781550999,0.9795002304470674,1023,48880
geometry19,17,xy_fraction4,80450,0.9826848974518334,0.9816958259220516,0.9774409302174935,0.9879202540347661,30178,369,0.9859507216266099,0.979480191571649,1024,48879
geometry19,17,kept_single,80450,0.9677688004972033,0.966157747332373,0.9587738683879994,0.9870691066225816,30152,395,0.9735416262767467,0.9559545518305512,2198,47705
geometry19,17,sparse_single,97734,0.9538441074753924,0.953564273096049,0.9571690356149296,0.9833203277409286,50405,855,0.9499595105771684,0.9213323578775229,3656,42818
geometry19,17,sparse_context,97734,0.9661427957517343,0.9659843174811112,0.96830611560749,0.986110027311744,50548,712,0.9636625193547325,0.9441192925076387,2597,43877
geometry19,37,clean,80450,0.982983219390926,0.9819510150649977,0.9776347388541275,0.9795069892297116,29921,626,0.986267291275868,0.9851111155641945,743,49160
geometry19,37,uniform_half_0,80450,0.9795400870105656,0.9783095396170296,0.9731431927946743,0.9762333453366943,29821,726,0.9834758864393848,0.9815642346151534,920,48983
geometry19,37,uniform_half_1,80450,0.979005593536358,0.9777444357511013,0.9724465325698625,0.9757095623138115,29805,742,0.98304233893234,0.981023184978859,947,48956
geometry19,37,uniform_half_2,80450,0.9798135487880671,0.9786050832209676,0.9735203000163052,0.9772809113824599,29853,694,0.9836898664256302,0.9813638458609703,930,48973
geometry19,37,uniform_quarter_0,80450,0.9722311995027968,0.9706372708666082,0.9637960652124591,0.9734507480276295,29736,811,0.9774784765207573,0.9714846802797427,1423,48480
geometry19,37,uniform_quarter_1,80450,0.9732504661280298,0.97171296374211,0.9651181638408921,0.9745965233901857,29771,776,0.978307763643328,0.9724265074244034,1376,48527
geometry19,37,uniform_quarter_2,80450,0.9728899937849596,0.9713421189677165,0.9646818778035076,0.9750875699741383,29786,761,0.9780023601319253,0.9715447969059976,1420,48483
geometry19,37,central_half,80450,0.974344313238036,0.9730395761735802,0.9671086180520143,0.9933545028971749,30344,203,0.9789705342951461,0.9627076528465223,1861,48042
geometry19,37,xy_fraction6,80450,0.9830577998756992,0.9820301194547786,0.9777327604515528,0.9796051985465021,29924,623,0.9863274784580044,0.9851712321904494,740,49163
geometry19,37,xy_fraction4,80450,0.9828837787445618,0.9818469157395604,0.9775084527056825,0.979572462107572,29923,624,0.9861853787734383,0.9849107268100115,753,49150
geometry19,37,kept_single,80450,0.9690490988191424,0.9673170879500156,0.9597933150331018,0.9729269650047467,29720,827,0.9748408608669293,0.9666753501793479,1663,48240
geometry19,37,sparse_single,97734,0.9526265168723269,0.9524014867863796,0.955674268098876,0.9737026921576277,49912,1348,0.9491287054738832,0.9293798683134656,3282,43192
geometry19,37,sparse_context,97734,0.9645977858268361,0.9644800848606717,0.9665247678018576,0.9744440109246976,49950,1310,0.9624354019194858,0.953737573697121,2150,44324
distribution20,7,clean,80450,0.9853946550652579,0.9845571595655201,0.9809608685084663,0.990932006416342,30270,277,0.988153450622574,0.9820050898743562,898,49005
distribution20,7,uniform_half_0,80450,0.9803356121814791,0.9792296646296279,0.9744368677891607,0.9870691066225816,30152,395,0.9840224614700951,0.9762138548784642,1187,48716
distribution20,7,uniform_half_1,80450,0.9793536357986327,0.9781862407781379,0.9731399278772296,0.9850067109699807,30089,458,0.9832325536790463,0.9758932328717712,1203,48700
distribution20,7,uniform_half_2,80450,0.9797513983840895,0.9786199667165052,0.9737016289169075,0.9872327888172324,30157,390,0.9835383045161029,0.975171833356712,1239,48664
distribution20,7,uniform_quarter_0,80450,0.9708763206960845,0.9693175687980153,0.9624019128006804,0.981667594199103,29987,560,0.9762332247953501,0.9642706851291506,1783,48120
distribution20,7,uniform_quarter_1,80450,0.9710254816656309,0.9694635176287723,0.9625572243193318,0.9808491832258487,29962,585,0.9763698109382127,0.9650121235196281,1746,48157
distribution20,7,uniform_quarter_2,80450,0.9702548166563083,0.9686676063280284,0.9616155783327719,0.981274756931941,29975,572,0.975719634323285,0.9635092078632547,1821,48082
distribution20,7,central_half,80450,0.9707395898073338,0.9693329243511148,0.9627649478013287,0.9962680459619603,30433,114,0.9759009009009009,0.9551129190629822,2240,47663
distribution20,7,xy_fraction6,80450,0.9853697949036668,0.9845308738796743,0.9809284614761403,0.9908992699774118,30269,278,0.9881332862832082,0.981985050998938,899,49004
distribution20,7,xy_fraction4,80450,0.9854692355500311,0.9846354522223733,0.9810562478730818,0.990932006416342,30270,277,0.9882146565716647,0.9821253231268661,892,49011
distribution20,7,kept_single,80450,0.9640397762585456,0.9621025726088278,0.9535343152214066,0.9717484532032605,29684,863,0.970670829996249,0.9593210829008276,2030,47873
distribution20,7,sparse_single,97734,0.9500173941514723,0.9497865266210449,0.9531913262617261,0.9703082325399922,49738,1522,0.9463817269803637,0.9276369582992641,3363,43111
distribution20,7,sparse_context,97734,0.9674320093314507,0.9672929378677477,0.9694256870335328,0.9844323058915334,50462,798,0.9651601887019625,0.9486809829151783,2385,44089
distribution20,17,clean,80450,0.9852206339341206,0.9843826941451594,0.9807651864434199,0.9923396732903395,30313,234,0.9880002018468991,0.9808628739755125,955,48948
distribution20,17,uniform_half_0,80450,0.9809819763828465,0.9799291012797333,0.9753321294982588,0.990179068320948,30247,300,0.984526073061208,0.9753521832354768,1230,48673
distribution20,17,uniform_half_1,80450,0.9808328154133001,0.979768275787501,0.9751274275759726,0.9895243395423445,30227,320,0.9844091239990294,0.9755124942388234,1222,48681
distribution20,17,uniform_half_2,80450,0.9809446861404599,0.9798891422522501,0.9752817684903013,0.9900481225652273,30243,304,0.9844965160141989,0.9753722221108951,1229,48674
