tag,seed,condition,axis,group,samples,sequences,supported,accuracy,macro_f1
A,7,uniform_half_0,retained_N,1-2,1615,27,True,0.9151702786377709,0.9056091029590505
A,7,uniform_half_0,retained_N,3-4,1566,27,True,0.9355044699872286,0.9266163758605988
A,7,uniform_half_0,retained_N,5-8,3392,27,True,0.9445754716981132,0.9372636673979557
A,7,uniform_half_0,retained_N,9-16,37944,27,True,0.978494623655914,0.978398434435035
A,7,uniform_half_0,retained_N,17-32,26522,27,True,0.9813362491516477,0.9798967788140578
A,7,uniform_half_0,retained_N,33-64,8842,23,True,0.9858629269396064,0.9714996569773235
A,7,uniform_half_0,retained_N,65-511,569,14,True,0.9806678383128296,0.8539698093838222
A,7,uniform_half_0,original_shape,compact,4336,26,True,0.9737084870848709,0.9661778008290238
A,7,uniform_half_0,original_shape,elongated,45116,27,True,0.9816473091586133,0.9744544311622124
A,7,uniform_half_0,original_shape,intermediate,30998,27,True,0.9699658042454352,0.9696338482844679
A,7,uniform_half_0,N_x_original_shape,1-2:elongated,1081,26,True,0.9130434782608695,0.9073034117861705
A,7,uniform_half_0,N_x_original_shape,1-2:intermediate,484,27,True,0.9235537190082644,0.9015042763248357
A,7,uniform_half_0,N_x_original_shape,1-2:compact,50,14,False,0.88,0.8663101604278074
A,7,uniform_half_0,N_x_original_shape,3-4:elongated,932,27,True,0.9463519313304721,0.9363147853562273
A,7,uniform_half_0,N_x_original_shape,3-4:intermediate,568,25,True,0.9242957746478874,0.9176819917560658
A,7,uniform_half_0,N_x_original_shape,3-4:compact,66,17,False,0.8787878787878788,0.8730769230769231
A,7,uniform_half_0,N_x_original_shape,5-8:elongated,2275,26,True,0.9503296703296703,0.9401040301489391
A,7,uniform_half_0,N_x_original_shape,5-8:intermediate,996,27,True,0.9367469879518072,0.9336555327762688
A,7,uniform_half_0,N_x_original_shape,5-8:compact,121,18,True,0.9008264462809917,0.9007654455986878
A,7,uniform_half_0,N_x_original_shape,9-16:elongated,19967,27,True,0.9798166975509591,0.9767535544123469
A,7,uniform_half_0,N_x_original_shape,9-16:intermediate,15866,27,True,0.9759863859826043,0.9748998804588342
A,7,uniform_half_0,N_x_original_shape,9-16:compact,2111,22,True,0.9848413074372335,0.972473774457071
A,7,uniform_half_0,N_x_original_shape,17-32:elongated,14587,26,True,0.9904024131075615,0.9830504957749491
A,7,uniform_half_0,N_x_original_shape,17-32:intermediate,10253,25,True,0.9699600117038916,0.9690511751820126
A,7,uniform_half_0,N_x_original_shape,17-32:compact,1682,21,True,0.9720570749108205,0.9650530587525391
A,7,uniform_half_0,N_x_original_shape,33-64:elongated,5882,20,True,0.9960897653859232,0.9838431353627961
A,7,uniform_half_0,N_x_original_shape,33-64:intermediate,2658,22,True,0.9650112866817155,0.9582296018383476
A,7,uniform_half_0,N_x_original_shape,33-64:compact,302,14,True,0.9701986754966887,0.9676347658343156
A,7,uniform_half_0,N_x_original_shape,65-511:elongated,392,12,True,0.9872448979591837,0.6396396396396397
A,7,uniform_half_0,N_x_original_shape,65-511:intermediate,173,12,True,0.9653179190751445,0.8966958598726115
A,7,uniform_half_0,N_x_original_shape,65-511:compact,4,3,False,1.0,
A,7,uniform_half_0,history,none,1846,27,True,0.9171180931744312,0.9045002916339107
A,7,uniform_half_0,history,one_to_five,8062,27,True,0.9503845199702307,0.9389585782239914
A,7,uniform_half_0,history,six,70542,27,True,0.9812877434719741,0.9804629604103662
A,7,uniform_half_0,current_points,1,0,0,False,,
A,7,uniform_half_0,current_points,2,0,0,False,,
A,7,uniform_half_0,current_points,ge3,80450,27,True,0.9767184586699813,0.975395778277336
A,7,uniform_half_0,current_range,le20,26404,27,True,0.9776549007726102,0.976949183383691
A,7,uniform_half_0,current_range,20to40,36863,27,True,0.9813634267422618,0.9807235945688106
A,7,uniform_half_0,current_range,gt40,17183,27,True,0.9653145550835128,0.9576319911301232
A,7,uniform_half_1,retained_N,1-2,1615,27,True,0.9145510835913313,0.9045400343342345
A,7,uniform_half_1,retained_N,3-4,1566,27,True,0.9367816091954023,0.9274740542702566
A,7,uniform_half_1,retained_N,5-8,3392,27,True,0.9448702830188679,0.9375260450138603
A,7,uniform_half_1,retained_N,9-16,37944,27,True,0.9770714737507906,0.9769681037392183
A,7,uniform_half_1,retained_N,17-32,26522,27,True,0.9802805218309328,0.9787448101927618
A,7,uniform_half_1,retained_N,33-64,8842,23,True,0.9836009952499435,0.9669609895689868
A,7,uniform_half_1,retained_N,65-511,569,14,True,0.9666080843585237,0.7035239270533388
A,7,uniform_half_1,original_shape,compact,4336,26,True,0.9718634686346863,0.9638850497683829
A,7,uniform_half_1,original_shape,elongated,45116,27,True,0.9811818423619115,0.9737661257105769
A,7,uniform_half_1,original_shape,intermediate,30998,27,True,0.9674172527259823,0.9670618311013532
A,7,uniform_half_1,N_x_original_shape,1-2:elongated,1081,26,True,0.9167437557816837,0.9108020390200968
A,7,uniform_half_1,N_x_original_shape,1-2:intermediate,484,27,True,0.9152892561983471,0.8908560899815747
A,7,uniform_half_1,N_x_original_shape,1-2:compact,50,14,False,0.86,0.8461538461538463
A,7,uniform_half_1,N_x_original_shape,3-4:elongated,932,27,True,0.9420600858369099,0.9306528508832363
A,7,uniform_half_1,N_x_original_shape,3-4:intermediate,568,25,True,0.9330985915492958,0.9266847826086957
A,7,uniform_half_1,N_x_original_shape,3-4:compact,66,17,False,0.8939393939393939,0.888162672476398
A,7,uniform_half_1,N_x_original_shape,5-8:elongated,2275,26,True,0.9560439560439561,0.9470179119048773
A,7,uniform_half_1,N_x_original_shape,5-8:intermediate,996,27,True,0.9246987951807228,0.9208732542065875
A,7,uniform_half_1,N_x_original_shape,5-8:compact,121,18,True,0.9008264462809917,0.9006568144499179
A,7,uniform_half_1,N_x_original_shape,9-16:elongated,19967,27,True,0.9786647969149096,0.9754196250589344
A,7,uniform_half_1,N_x_original_shape,9-16:intermediate,15866,27,True,0.97441068952477,0.9732550894746024
A,7,uniform_half_1,N_x_original_shape,9-16:compact,2111,22,True,0.9819990525817148,0.9673126071677718
A,7,uniform_half_1,N_x_original_shape,17-32:elongated,14587,26,True,0.9899910879550284,0.9822560924441301
A,7,uniform_half_1,N_x_original_shape,17-32:intermediate,10253,25,True,0.9683994928313664,0.9674501583452422
A,7,uniform_half_1,N_x_original_shape,17-32:compact,1682,21,True,0.9684898929845422,0.9606440798137672
A,7,uniform_half_1,N_x_original_shape,33-64:elongated,5882,20,True,0.995409724583475,0.9810795229743798
A,7,uniform_half_1,N_x_original_shape,33-64:intermediate,2658,22,True,0.9574868322046651,0.9493199583226117
A,7,uniform_half_1,N_x_original_shape,33-64:compact,302,14,True,0.9834437086092715,0.9818690489055389
A,7,uniform_half_1,N_x_original_shape,65-511:elongated,392,12,True,0.9846938775510204,0.4961439588688946
A,7,uniform_half_1,N_x_original_shape,65-511:intermediate,173,12,True,0.9248554913294798,0.7388830837106699
A,7,uniform_half_1,N_x_original_shape,65-511:compact,4,3,False,1.0,
A,7,uniform_half_1,history,none,1846,27,True,0.9176598049837487,0.9045559992652712
A,7,uniform_half_1,history,one_to_five,8062,27,True,0.9510047134706028,0.9394727293140679
A,7,uniform_half_1,history,six,70542,27,True,0.9796716849536447,0.9787715344131771
A,7,uniform_half_1,current_points,1,0,0,False,,
A,7,uniform_half_1,current_points,2,0,0,False,,
A,7,uniform_half_1,current_points,ge3,80450,27,True,0.9753760099440646,0.9739649842326088
A,7,uniform_half_1,current_range,le20,26404,27,True,0.9764429631873959,0.9756983049448404
A,7,uniform_half_1,current_range,20to40,36863,27,True,0.9793017388709546,0.9785757118940246
A,7,uniform_half_1,current_range,gt40,17183,27,True,0.9653145550835128,0.9576217256845083
A,7,uniform_half_2,retained_N,1-2,1615,27,True,0.9139318885448916,0.9043148979084694
A,7,uniform_half_2,retained_N,3-4,1566,27,True,0.9425287356321839,0.9342391355063876
A,7,uniform_half_2,retained_N,5-8,3392,27,True,0.9507665094339622,0.9442841384614855
A,7,uniform_half_2,retained_N,9-16,37944,27,True,0.9770978283786633,0.9769936775791359
A,7,uniform_half_2,retained_N,17-32,26522,27,True,0.9808460900384587,0.9793674698029491
A,7,uniform_half_2,retained_N,33-64,8842,23,True,0.9869938927844379,0.9737626945475053
A,7,uniform_half_2,retained_N,65-511,569,14,True,0.9789103690685413,0.8581519029416653
A,7,uniform_half_2,original_shape,compact,4336,26,True,0.9709409594095941,0.9625123509650221
A,7,uniform_half_2,original_shape,elongated,45116,27,True,0.98151431864527,0.974238930380679
A,7,uniform_half_2,original_shape,intermediate,30998,27,True,0.9696754629330925,0.9693409249848399
A,7,uniform_half_2,N_x_original_shape,1-2:elongated,1081,26,True,0.9121184088806661,0.9061783684473546
A,7,uniform_half_2,N_x_original_shape,1-2:intermediate,484,27,True,0.9214876033057852,0.899596025767005
A,7,uniform_half_2,N_x_original_shape,1-2:compact,50,14,False,0.88,0.8697916666666667
A,7,uniform_half_2,N_x_original_shape,3-4:elongated,932,27,True,0.9452789699570815,0.9348425965907923
A,7,uniform_half_2,N_x_original_shape,3-4:intermediate,568,25,True,0.9401408450704225,0.9344021739130435
A,7,uniform_half_2,N_x_original_shape,3-4:compact,66,17,False,0.9242424242424242,0.9201161946259986
A,7,uniform_half_2,N_x_original_shape,5-8:elongated,2275,26,True,0.9591208791208791,0.9508764915540999
A,7,uniform_half_2,N_x_original_shape,5-8:intermediate,996,27,True,0.9357429718875502,0.9323837527526381
A,7,uniform_half_2,N_x_original_shape,5-8:compact,121,18,True,0.9173553719008265,0.9173045379989064
A,7,uniform_half_2,N_x_original_shape,9-16:elongated,19967,27,True,0.9788150448239595,0.9755732403549986
A,7,uniform_half_2,N_x_original_shape,9-16:intermediate,15866,27,True,0.9742846338081432,0.973121868532479
A,7,uniform_half_2,N_x_original_shape,9-16:compact,2111,22,True,0.9819990525817148,0.9670843796674709
A,7,uniform_half_2,N_x_original_shape,17-32:elongated,14587,26,True,0.9904024131075615,0.9830234090046809
A,7,uniform_half_2,N_x_original_shape,17-32:intermediate,10253,25,True,0.9695698819857602,0.9686427519491091
A,7,uniform_half_2,N_x_original_shape,17-32:compact,1682,21,True,0.9667063020214031,0.9583333333333334
A,7,uniform_half_2,N_x_original_shape,33-64:elongated,5882,20,True,0.995239714382863,0.9802583095716081
A,7,uniform_half_2,N_x_original_shape,33-64:intermediate,2658,22,True,0.9710308502633559,0.9654159068984169
A,7,uniform_half_2,N_x_original_shape,33-64:compact,302,14,True,0.9668874172185431,0.9641108523078386
A,7,uniform_half_2,N_x_original_shape,65-511:elongated,392,12,True,0.9897959183673469,0.7474226804123711
A,7,uniform_half_2,N_x_original_shape,65-511:intermediate,173,12,True,0.9595375722543352,0.8887459807073955
A,7,uniform_half_2,N_x_original_shape,65-511:compact,4,3,False,0.75,
A,7,uniform_half_2,history,none,1846,27,True,0.9160346695557963,0.9033395210723763
A,7,uniform_half_2,history,one_to_five,8062,27,True,0.9542297196725378,0.9435472688614175
A,7,uniform_half_2,history,six,70542,27,True,0.9804938901647245,0.9796326291685622
A,7,uniform_half_2,current_points,1,0,0,False,,
A,7,uniform_half_2,current_points,2,0,0,False,,
A,7,uniform_half_2,current_points,ge3,80450,27,True,0.9763828464885022,0.975036685872827
A,7,uniform_half_2,current_range,le20,26404,27,True,0.9772382972276927,0.9765191013270111
A,7,uniform_half_2,current_range,20to40,36863,27,True,0.9812006619103166,0.9805516577818529
A,7,uniform_half_2,current_range,gt40,17183,27,True,0.9647325845312227,0.956895004093214
A,7,uniform_quarter_0,retained_N,1-2,3181,27,True,0.8604212511788746,0.8498241736929139
A,7,uniform_quarter_0,retained_N,3-4,3392,27,True,0.9318985849056604,0.9232096566538116
A,7,uniform_quarter_0,retained_N,5-8,37944,27,True,0.9656072106261859,0.9654035864843598
A,7,uniform_quarter_0,retained_N,9-16,26522,27,True,0.9680642485483749,0.9654689615768137
A,7,uniform_quarter_0,retained_N,17-32,8842,23,True,0.9675412802533363,0.93887813169146
A,7,uniform_quarter_0,retained_N,33-64,538,14,True,0.9702602230483272,0.8492997198879552
A,7,uniform_quarter_0,retained_N,65-511,31,3,False,1.0,
A,7,uniform_quarter_0,original_shape,compact,4336,26,True,0.9506457564575646,0.9372396664700695
A,7,uniform_quarter_0,original_shape,elongated,45116,27,True,0.9719611667701037,0.9610294129912986
A,7,uniform_quarter_0,original_shape,intermediate,30998,27,True,0.9467384992580167,0.9461809705420638
A,7,uniform_quarter_0,N_x_original_shape,1-2:elongated,2013,27,True,0.8643815201192251,0.8553115158868008
A,7,uniform_quarter_0,N_x_original_shape,1-2:intermediate,1052,27,True,0.8517110266159695,0.8370041952707856
A,7,uniform_quarter_0,N_x_original_shape,1-2:compact,116,19,True,0.8706896551724138,0.8643909282207154
A,7,uniform_quarter_0,N_x_original_shape,3-4:elongated,2275,26,True,0.9446153846153846,0.9334167375897069
A,7,uniform_quarter_0,N_x_original_shape,3-4:intermediate,996,27,True,0.9046184738955824,0.9002251314145318
A,7,uniform_quarter_0,N_x_original_shape,3-4:compact,121,18,True,0.9173553719008265,0.9173497267759563
A,7,uniform_quarter_0,N_x_original_shape,5-8:elongated,19967,27,True,0.9708519056443131,0.966223944570967
A,7,uniform_quarter_0,N_x_original_shape,5-8:intermediate,15866,27,True,0.9589058363796799,0.9572638039064512
A,7,uniform_quarter_0,N_x_original_shape,5-8:compact,2111,22,True,0.9663666508763619,0.9418935489786273
A,7,uniform_quarter_0,N_x_original_shape,9-16:elongated,14587,26,True,0.9847809693562761,0.9730108742795402
A,7,uniform_quarter_0,N_x_original_shape,9-16:intermediate,10253,25,True,0.9485028772066713,0.9471726305484711
A,7,uniform_quarter_0,N_x_original_shape,9-16:compact,1682,21,True,0.9423305588585018,0.9287194410937311
A,7,uniform_quarter_0,N_x_original_shape,17-32:elongated,5882,20,True,0.9897993879632778,0.9609376556483672
A,7,uniform_quarter_0,N_x_original_shape,17-32:intermediate,2658,22,True,0.9224981188863808,0.911792338543385
A,7,uniform_quarter_0,N_x_original_shape,17-32:compact,302,14,True,0.9304635761589404,0.9261484716157204
A,7,uniform_quarter_0,N_x_original_shape,33-64:elongated,361,12,True,0.9944598337950139,0.9271589991928975
A,7,uniform_quarter_0,N_x_original_shape,33-64:intermediate,173,12,True,0.9190751445086706,0.8103070175438596
A,7,uniform_quarter_0,N_x_original_shape,33-64:compact,4,3,False,1.0,
A,7,uniform_quarter_0,N_x_original_shape,65-511:elongated,31,3,False,1.0,
A,7,uniform_quarter_0,N_x_original_shape,65-511:intermediate,0,0,False,,
A,7,uniform_quarter_0,N_x_original_shape,65-511:compact,0,0,False,,
A,7,uniform_quarter_0,history,none,1846,27,True,0.8158179848320694,0.8038490146197551
A,7,uniform_quarter_0,history,one_to_five,8062,27,True,0.9379806499627884,0.9236982227799893
A,7,uniform_quarter_0,history,six,70542,27,True,0.9675370701142582,0.9660440194851336
A,7,uniform_quarter_0,current_points,1,0,0,False,,
A,7,uniform_quarter_0,current_points,2,0,0,False,,
A,7,uniform_quarter_0,current_points,ge3,80450,27,True,0.9610938471100062,0.958862649828436
A,7,uniform_quarter_0,current_range,le20,26404,27,True,0.9566732313285866,0.9553580566264279
A,7,uniform_quarter_0,current_range,20to40,36863,27,True,0.967636925914874,0.9664470019882399
A,7,uniform_quarter_0,current_range,gt40,17183,27,True,0.9538497352033987,0.9438141848316983
A,7,uniform_quarter_1,retained_N,1-2,3181,27,True,0.8623074504872682,0.8514768337298846
A,7,uniform_quarter_1,retained_N,3-4,3392,27,True,0.9310141509433962,0.9221251079731579
A,7,uniform_quarter_1,retained_N,5-8,37944,27,True,0.9679000632511069,0.9677171682626539
A,7,uniform_quarter_1,retained_N,9-16,26522,27,True,0.9690822713219214,0.96653142605287
A,7,uniform_quarter_1,retained_N,17-32,8842,23,True,0.9725175299705949,0.9478831727663632
A,7,uniform_quarter_1,retained_N,33-64,538,14,True,0.9702602230483272,0.8440240632021454
A,7,uniform_quarter_1,retained_N,65-511,31,3,False,1.0,
A,7,uniform_quarter_1,original_shape,compact,4336,26,True,0.9499538745387454,0.9362038500000711
A,7,uniform_quarter_1,original_shape,elongated,45116,27,True,0.9728699352779502,0.9622221382805156
A,7,uniform_quarter_1,original_shape,intermediate,30998,27,True,0.9507064971933673,0.9501881882272649
A,7,uniform_quarter_1,N_x_original_shape,1-2:elongated,2013,27,True,0.8648782911077993,0.8553359683794466
A,7,uniform_quarter_1,N_x_original_shape,1-2:intermediate,1052,27,True,0.8536121673003803,0.8392949961710452
A,7,uniform_quarter_1,N_x_original_shape,1-2:compact,116,19,True,0.896551724137931,0.8901515151515151
A,7,uniform_quarter_1,N_x_original_shape,3-4:elongated,2275,26,True,0.9437362637362637,0.9322421338515693
A,7,uniform_quarter_1,N_x_original_shape,3-4:intermediate,996,27,True,0.9106425702811245,0.9065267020620351
A,7,uniform_quarter_1,N_x_original_shape,3-4:compact,121,18,True,0.859504132231405,0.859504132231405
A,7,uniform_quarter_1,N_x_original_shape,5-8:elongated,19967,27,True,0.9722542194621124,0.9678599504201963
A,7,uniform_quarter_1,N_x_original_shape,5-8:intermediate,15866,27,True,0.9627505357367957,0.9612351171365092
A,7,uniform_quarter_1,N_x_original_shape,5-8:compact,2111,22,True,0.965419232591189,0.9389502741637916
A,7,uniform_quarter_1,N_x_original_shape,9-16:elongated,14587,26,True,0.9855350654692534,0.9741778157113612
A,7,uniform_quarter_1,N_x_original_shape,9-16:intermediate,10253,25,True,0.9493806690724665,0.9480747453752816
A,7,uniform_quarter_1,N_x_original_shape,9-16:compact,1682,21,True,0.9464922711058263,0.934241162651691
A,7,uniform_quarter_1,N_x_original_shape,17-32:elongated,5882,20,True,0.9903094185651139,0.9626818316549615
A,7,uniform_quarter_1,N_x_original_shape,17-32:intermediate,2658,22,True,0.9394281414597442,0.9306213932691381
A,7,uniform_quarter_1,N_x_original_shape,17-32:compact,302,14,True,0.9172185430463576,0.9123753815442823
A,7,uniform_quarter_1,N_x_original_shape,33-64:elongated,361,12,True,0.9944598337950139,0.9152582159624414
A,7,uniform_quarter_1,N_x_original_shape,33-64:intermediate,173,12,True,0.9190751445086706,0.8103070175438596
A,7,uniform_quarter_1,N_x_original_shape,33-64:compact,4,3,False,1.0,
A,7,uniform_quarter_1,N_x_original_shape,65-511:elongated,31,3,False,1.0,
A,7,uniform_quarter_1,N_x_original_shape,65-511:intermediate,0,0,False,,
A,7,uniform_quarter_1,N_x_original_shape,65-511:compact,0,0,False,,
A,7,uniform_quarter_1,history,none,1846,27,True,0.8244853737811484,0.8122082355290474
A,7,uniform_quarter_1,history,one_to_five,8062,27,True,0.9373604564624163,0.9229657083108147
A,7,uniform_quarter_1,history,six,70542,27,True,0.9696634629015338,0.9682626790250278
A,7,uniform_quarter_1,current_points,1,0,0,False,,
A,7,uniform_quarter_1,current_points,2,0,0,False,,
A,7,uniform_quarter_1,current_points,ge3,80450,27,True,0.9630950901180858,0.9609688533405496
A,7,uniform_quarter_1,current_range,le20,26404,27,True,0.9601196788365399,0.9589063663840335
A,7,uniform_quarter_1,current_range,20to40,36863,27,True,0.9684236226026096,0.9672511488180202
A,7,uniform_quarter_1,current_range,gt40,17183,27,True,0.9562358144677879,0.9467095497213274
A,7,uniform_quarter_2,retained_N,1-2,3181,27,True,0.8673373153096511,0.8564240817178688
A,7,uniform_quarter_2,retained_N,3-4,3392,27,True,0.9310141509433962,0.9224707524711393
A,7,uniform_quarter_2,retained_N,5-8,37944,27,True,0.9665559772296015,0.9663582439010716
A,7,uniform_quarter_2,retained_N,9-16,26522,27,True,0.9691199758690898,0.9666283572539592
A,7,uniform_quarter_2,retained_N,17-32,8842,23,True,0.9700294051119657,0.9434313444184526
A,7,uniform_quarter_2,retained_N,33-64,538,14,True,0.9646840148698885,0.8179681239426587
A,7,uniform_quarter_2,retained_N,65-511,31,3,False,1.0,
A,7,uniform_quarter_2,original_shape,compact,4336,26,True,0.9504151291512916,0.936826305205575
A,7,uniform_quarter_2,original_shape,elongated,45116,27,True,0.972847770192393,0.9622666094730357
A,7,uniform_quarter_2,original_shape,intermediate,30998,27,True,0.9487708884444158,0.9482384059072139
A,7,uniform_quarter_2,N_x_original_shape,1-2:elongated,2013,27,True,0.8728266269249876,0.8634690179205392
A,7,uniform_quarter_2,N_x_original_shape,1-2:intermediate,1052,27,True,0.8545627376425855,0.8392174843344031
A,7,uniform_quarter_2,N_x_original_shape,1-2:compact,116,19,True,0.8879310344827587,0.8824721377912867
A,7,uniform_quarter_2,N_x_original_shape,3-4:elongated,2275,26,True,0.9446153846153846,0.9337590562797293
A,7,uniform_quarter_2,N_x_original_shape,3-4:intermediate,996,27,True,0.9006024096385542,0.8962944109582702
A,7,uniform_quarter_2,N_x_original_shape,3-4:compact,121,18,True,0.9256198347107438,0.9255995080959214
A,7,uniform_quarter_2,N_x_original_shape,5-8:elongated,19967,27,True,0.9718535583713127,0.9673902364488536
A,7,uniform_quarter_2,N_x_original_shape,5-8:intermediate,15866,27,True,0.9606706164124543,0.9591158665910794
A,7,uniform_quarter_2,N_x_original_shape,5-8:compact,2111,22,True,0.9606821411653245,0.9310419876695535
A,7,uniform_quarter_2,N_x_original_shape,9-16:elongated,14587,26,True,0.9856721738534311,0.9746198350687171
A,7,uniform_quarter_2,N_x_original_shape,9-16:intermediate,10253,25,True,0.9494782015019995,0.9481433456061779
A,7,uniform_quarter_2,N_x_original_shape,9-16:compact,1682,21,True,0.9453032104637337,0.9324370581496073
A,7,uniform_quarter_2,N_x_original_shape,17-32:elongated,5882,20,True,0.9880992859571575,0.954731082355259
A,7,uniform_quarter_2,N_x_original_shape,17-32:intermediate,2658,22,True,0.9334085778781038,0.9239588847251372
A,7,uniform_quarter_2,N_x_original_shape,17-32:compact,302,14,True,0.9403973509933775,0.9363674673409186
A,7,uniform_quarter_2,N_x_original_shape,33-64:elongated,361,12,True,0.9944598337950139,0.9152582159624414
A,7,uniform_quarter_2,N_x_original_shape,33-64:intermediate,173,12,True,0.9017341040462428,0.7742727761148207
A,7,uniform_quarter_2,N_x_original_shape,33-64:compact,4,3,False,1.0,
A,7,uniform_quarter_2,N_x_original_shape,65-511:elongated,31,3,False,1.0,
A,7,uniform_quarter_2,N_x_original_shape,65-511:intermediate,0,0,False,,
A,7,uniform_quarter_2,N_x_original_shape,65-511:compact,0,0,False,,
A,7,uniform_quarter_2,history,none,1846,27,True,0.8293607800650055,0.816931671680275
A,7,uniform_quarter_2,history,one_to_five,8062,27,True,0.9398412304639048,0.9260555564727528
A,7,uniform_quarter_2,history,six,70542,27,True,0.9684159791329988,0.9669670469729456
A,7,uniform_quarter_2,current_points,1,0,0,False,,
A,7,uniform_quarter_2,current_points,2,0,0,False,,
A,7,uniform_quarter_2,current_points,ge3,80450,27,True,0.9623617153511498,0.9602032280129408
A,7,uniform_quarter_2,current_range,le20,26404,27,True,0.957847295864263,0.9565660135664
A,7,uniform_quarter_2,current_range,20to40,36863,27,True,0.9688305346824729,0.9676865501757375
A,7,uniform_quarter_2,current_range,gt40,17183,27,True,0.9554210556945818,0.94571744027465
A,7,central_half,retained_N,1-2,1615,27,True,0.9021671826625387,0.8932403846475682
A,7,central_half,retained_N,3-4,1566,27,True,0.9233716475095786,0.9140386990531082
A,7,central_half,retained_N,5-8,3392,27,True,0.9351415094339622,0.9278246498009917
A,7,central_half,retained_N,9-16,37944,27,True,0.97269660552393,0.9726321092901034
A,7,central_half,retained_N,17-32,26522,27,True,0.9497398386245381,0.9469471851136184
A,7,central_half,retained_N,33-64,8842,23,True,0.9152906582221217,0.8605118470691115
A,7,central_half,retained_N,65-511,569,14,True,0.9384885764499121,0.7673943258932221
A,7,central_half,original_shape,compact,4336,26,True,0.944880073800738,0.9255120710877905
A,7,central_half,original_shape,elongated,45116,27,True,0.9667302065785974,0.9551770789247909
A,7,central_half,original_shape,intermediate,30998,27,True,0.9383508613458933,0.9369159825231014
A,7,central_half,N_x_original_shape,1-2:elongated,1081,26,True,0.9019426456984274,0.896991348373595
A,7,central_half,N_x_original_shape,1-2:intermediate,484,27,True,0.8987603305785123,0.8738718615547436
A,7,central_half,N_x_original_shape,1-2:compact,50,14,False,0.94,0.9340659340659341
A,7,central_half,N_x_original_shape,3-4:elongated,932,27,True,0.9356223175965666,0.9246247412008282
A,7,central_half,N_x_original_shape,3-4:intermediate,568,25,True,0.9119718309859155,0.905559989358872
